"id"	"sex"	"age"	"height"	"weight"	"headband"	"college"	"tattoos"	"tchests"	"parrots"	"favorite.pirate"	"sword.type"	"eyepatch"	"sword.time"	"beard.length"	"fav.pixar"	"grogg"
"763"	763	"female"	29	177.49	75	"yes"	"JSSFP"	10	24	12	"Lewis Scot"	"cutlass"	1	0.64	0	"A Bug's Life"	11
"764"	764	"male"	32	165.65	64.2	"yes"	"CCCC"	5	7	3	"Jack Sparrow"	"cutlass"	1	1.79	11	"Inside Out"	6
"765"	765	"male"	32	160.14	61.4	"yes"	"JSSFP"	11	5	2	"Jack Sparrow"	"cutlass"	1	0.47	18	"Cars"	9
"766"	766	"male"	30	171.2	63.3	"yes"	"JSSFP"	6	47	3	"Anicetus"	"cutlass"	1	0.74	15	"Monsters University"	9
"767"	767	"male"	24	181.82	77.8	"yes"	"CCCC"	5	20	2	"Jack Sparrow"	"cutlass"	0	0.1	8	"Finding Nemo"	9
"768"	768	"male"	24	172.04	75.6	"yes"	"CCCC"	7	20	0	"Jack Sparrow"	"cutlass"	1	0.67	18	"Inside Out"	4
"769"	769	"female"	25	173.96	71.7	"yes"	"CCCC"	10	15	2	"Jack Sparrow"	"cutlass"	0	1.09	1	"Finding Nemo"	15
"770"	770	"female"	30	168.19	61.7	"no"	"JSSFP"	5	7	6	"Lewis Scot"	"scimitar"	1	7.6	0	"Monsters University"	5
"771"	771	"female"	29	158.58	51.8	"yes"	"CCCC"	9	18	4	"Anicetus"	"cutlass"	0	0.57	0	"Cars"	6
"772"	772	"female"	18	160.93	61.9	"yes"	"CCCC"	12	6	1	"Edward Low"	"cutlass"	0	0	1	"Finding Nemo"	15
"773"	773	"female"	27	178.72	69	"yes"	"CCCC"	6	14	1	"Blackbeard"	"cutlass"	1	0.25	1	"Inside Out"	14
"774"	774	"female"	43	169.37	62	"no"	"JSSFP"	6	20	7	"Blackbeard"	"sabre"	1	4.73	0	"Up"	11
"775"	775	"male"	14	179.04	78.2	"yes"	"CCCC"	7	15	1	"Jack Sparrow"	"cutlass"	0	0.59	16	"Finding Nemo"	10
"776"	776	"male"	27	192.28	87.5	"yes"	"CCCC"	7	4	0	"Jack Sparrow"	"cutlass"	0	0.84	16	"Finding Nemo"	7
"777"	777	"male"	29	166.85	74.5	"yes"	"CCCC"	9	14	1	"Blackbeard"	"cutlass"	0	0.46	18	"Up"	10
"778"	778	"male"	23	171.51	74.2	"yes"	"CCCC"	10	118	8	"Jack Sparrow"	"cutlass"	1	1.59	31	"WALL-E"	14
"779"	779	"male"	22	175.19	68.9	"yes"	"CCCC"	7	17	2	"Edward Low"	"cutlass"	1	1.42	22	"Toy Story 2"	9
"780"	780	"female"	34	147.01	47.9	"yes"	"JSSFP"	5	4	1	"Hook"	"scimitar"	1	1.09	0	"WALL-E"	10
"781"	781	"female"	25	157.17	63.7	"no"	"CCCC"	6	2	4	"Jack Sparrow"	"banana"	1	37.12	0	"Up"	16
"782"	782	"male"	18	167.27	62.6	"yes"	"CCCC"	8	11	1	"Blackbeard"	"cutlass"	1	0.1	17	"Up"	13
"783"	783	"other"	29	166.24	62.2	"no"	"CCCC"	10	5	3	"Lewis Scot"	"banana"	0	1.94	17	"WALL-E"	8
"784"	784	"male"	14	177.11	79.8	"yes"	"CCCC"	9	3	0	"Jack Sparrow"	"cutlass"	1	0.11	15	"Inside Out"	13
"785"	785	"male"	20	158.96	58.9	"yes"	"CCCC"	13	31	0	"Jack Sparrow"	"cutlass"	1	0.45	23	"Inside Out"	8
"786"	786	"male"	25	190.64	84.5	"yes"	"CCCC"	9	1	11	"Jack Sparrow"	"cutlass"	1	2.42	9	"WALL-E"	6
"787"	787	"female"	19	142.24	47.2	"yes"	"CCCC"	14	4	4	"Edward Low"	"sabre"	1	1.14	1	"Inside Out"	10
"788"	788	"male"	21	185.86	77.5	"no"	"CCCC"	1	9	2	"Edward Low"	"sabre"	1	1.16	15	"Toy Story 3"	13
"789"	789	"male"	27	185.37	85.8	"yes"	"CCCC"	6	60	0	"Jack Sparrow"	"cutlass"	0	0.01	15	"Up"	6
"790"	790	"female"	25	147.38	44.7	"yes"	"CCCC"	12	52	1	"Lewis Scot"	"cutlass"	1	1.23	0	"WALL-E"	12
"791"	791	"male"	28	189.83	84.1	"yes"	"CCCC"	8	23	3	"Jack Sparrow"	"cutlass"	1	1.11	23	"Up"	13
"792"	792	"female"	33	165.06	64.2	"yes"	"JSSFP"	9	76	2	"Anicetus"	"cutlass"	0	1.24	1	"Finding Nemo"	11
"793"	793	"male"	25	209.06	103.7	"yes"	"CCCC"	8	27	9	"Anicetus"	"cutlass"	1	1.11	16	"Monsters University"	8
"794"	794	"female"	35	143.86	41.3	"yes"	"JSSFP"	8	24	1	"Edward Low"	"cutlass"	1	0.88	0	"Inside Out"	7
"795"	795	"other"	27	157.97	56.5	"yes"	"CCCC"	8	29	2	"Lewis Scot"	"cutlass"	1	0.42	13	"Toy Story"	12
"796"	796	"female"	30	163.89	64	"yes"	"CCCC"	14	41	1	"Edward Low"	"cutlass"	1	0.3	0	"Inside Out"	12
"797"	797	"female"	35	160.42	62.5	"no"	"JSSFP"	3	20	2	"Blackbeard"	"scimitar"	1	8.43	0	"Inside Out"	15
"798"	798	"male"	28	178.36	73	"yes"	"CCCC"	11	20	2	"Lewis Scot"	"cutlass"	1	0.87	22	"Monsters University"	12
"799"	799	"female"	22	175.28	69.6	"yes"	"CCCC"	5	15	0	"Anicetus"	"cutlass"	0	0.81	0	"Finding Nemo"	11
"800"	800	"female"	41	169.78	71.8	"yes"	"JSSFP"	15	33	1	"Edward Low"	"cutlass"	0	0.83	0	"A Bug's Life"	14
"801"	801	"female"	33	155.72	61.7	"yes"	"JSSFP"	5	115	0	"Lewis Scot"	"cutlass"	0	1.25	0	"WALL-E"	12
"802"	802	"female"	33	159.28	59.2	"yes"	"JSSFP"	8	13	3	"Anicetus"	"cutlass"	1	1.51	0	"Inside Out"	10
"803"	803	"female"	31	155.94	62.1	"yes"	"JSSFP"	7	51	6	"Edward Low"	"scimitar"	1	7.52	0	"Inside Out"	14
"804"	804	"male"	20	179.35	78.3	"yes"	"CCCC"	12	1	1	"Jack Sparrow"	"cutlass"	1	0.11	13	"Inside Out"	8
"805"	805	"female"	26	161.85	59.4	"yes"	"CCCC"	17	28	0	"Hook"	"scimitar"	1	3.69	1	"Cars"	9
"806"	806	"other"	24	168.07	71.1	"no"	"CCCC"	7	6	0	"Blackbeard"	"cutlass"	0	0.07	17	"Up"	11
"807"	807	"male"	15	187.44	81.9	"yes"	"CCCC"	11	6	0	"Edward Low"	"cutlass"	1	1.5	20	"A Bug's Life"	10
"808"	808	"female"	36	170.98	68.5	"yes"	"JSSFP"	11	86	3	"Edward Low"	"cutlass"	0	0.17	0	"WALL-E"	14
"809"	809	"male"	25	177.83	73.7	"yes"	"CCCC"	0	60	6	"Jack Sparrow"	"cutlass"	1	0.14	7	"Inside Out"	10
"810"	810	"female"	33	179.04	77.6	"yes"	"JSSFP"	13	22	3	"Edward Low"	"cutlass"	1	0.16	1	"Inside Out"	12
"811"	811	"male"	20	187.91	86.7	"yes"	"CCCC"	3	20	1	"Jack Sparrow"	"cutlass"	1	0.81	10	"Monsters University"	6
"812"	812	"male"	23	179.41	82.9	"yes"	"CCCC"	11	30	5	"Blackbeard"	"cutlass"	1	1.66	15	"Monsters University"	2
"813"	813	"male"	25	181.28	77.3	"yes"	"CCCC"	11	30	1	"Lewis Scot"	"cutlass"	0	0.81	25	"Monsters, Inc."	9
"814"	814	"female"	27	151.08	52.1	"yes"	"CCCC"	4	19	0	"Anicetus"	"sabre"	1	0.5	0	"The Incredibles"	11
"815"	815	"female"	27	167.69	67.7	"yes"	"CCCC"	12	50	3	"Lewis Scot"	"cutlass"	1	0.24	0	"Inside Out"	11
"816"	816	"male"	32	176.72	70.7	"yes"	"JSSFP"	13	76	3	"Jack Sparrow"	"cutlass"	1	0.56	26	"The Incredibles"	6
"817"	817	"male"	20	169.9	69.7	"yes"	"CCCC"	10	5	2	"Jack Sparrow"	"cutlass"	1	1.18	28	"WALL-E"	11
"818"	818	"female"	32	146.13	53.3	"yes"	"JSSFP"	9	10	4	"Hook"	"cutlass"	1	0.87	1	"Brave"	10
"819"	819	"female"	27	168.58	64.8	"yes"	"CCCC"	6	22	5	"Edward Low"	"cutlass"	0	1.26	0	"Inside Out"	16
"820"	820	"male"	17	186.2	78.8	"yes"	"CCCC"	9	11	6	"Hook"	"cutlass"	1	0.42	20	"Inside Out"	7
"821"	821	"male"	23	167.25	62.9	"yes"	"CCCC"	10	21	1	"Jack Sparrow"	"cutlass"	1	0.26	27	"Inside Out"	6
"822"	822	"male"	19	182.55	74.3	"yes"	"CCCC"	14	6	3	"Anicetus"	"cutlass"	0	0.69	27	"Finding Nemo"	8
"823"	823	"male"	28	178.58	77.8	"yes"	"JSSFP"	9	3	5	"Jack Sparrow"	"cutlass"	1	0.86	11	"Inside Out"	8
"824"	824	"female"	30	159.42	63.8	"no"	"CCCC"	1	9	2	"Blackbeard"	"scimitar"	0	2.88	0	"Monsters University"	10
"825"	825	"female"	29	152.55	60.6	"yes"	"CCCC"	11	35	2	"Anicetus"	"cutlass"	1	0.35	0	"Monsters, Inc."	11
"826"	826	"male"	25	183.13	79.2	"yes"	"CCCC"	6	42	6	"Jack Sparrow"	"cutlass"	1	0.5	21	"The Incredibles"	12
"827"	827	"male"	35	189.81	91.9	"yes"	"JSSFP"	16	8	1	"Jack Sparrow"	"cutlass"	1	0.03	21	"Up"	9
"828"	828	"female"	28	150.14	52.4	"yes"	"CCCC"	15	12	1	"Anicetus"	"cutlass"	0	0.06	1	"Monsters University"	8
"829"	829	"female"	25	179.84	68.9	"yes"	"CCCC"	9	57	1	"Blackbeard"	"cutlass"	1	0.53	1	"Monsters University"	12
"830"	830	"male"	24	184.65	82.1	"yes"	"CCCC"	14	50	3	"Jack Sparrow"	"cutlass"	1	1.5	19	"Inside Out"	20
"831"	831	"female"	35	167.51	72.1	"yes"	"JSSFP"	9	1	3	"Lewis Scot"	"cutlass"	0	0.71	0	"Up"	12
"832"	832	"male"	12	177.71	70.2	"yes"	"CCCC"	11	7	2	"Jack Sparrow"	"cutlass"	1	0.62	21	"Up"	10
"833"	833	"other"	40	173.03	67.1	"no"	"JSSFP"	8	2	0	"Hook"	"sabre"	1	2.24	7	"Inside Out"	9
"834"	834	"female"	34	155.93	57.8	"yes"	"JSSFP"	11	8	3	"Hook"	"cutlass"	0	0.49	2	"Up"	10
"835"	835	"female"	38	175.99	75.7	"yes"	"JSSFP"	11	28	0	"Edward Low"	"cutlass"	1	1.08	0	"Inside Out"	9
"836"	836	"male"	32	170.21	66.9	"yes"	"JSSFP"	11	40	3	"Jack Sparrow"	"cutlass"	1	1.52	16	"Inside Out"	8
"837"	837	"male"	24	188	89.8	"yes"	"CCCC"	11	13	1	"Jack Sparrow"	"cutlass"	1	0.41	17	"Monsters, Inc."	8
"838"	838	"female"	27	148.49	52.8	"yes"	"CCCC"	15	13	0	"Blackbeard"	"cutlass"	0	1.36	0	"Finding Nemo"	12
"839"	839	"female"	32	168.1	71.1	"yes"	"JSSFP"	11	35	4	"Lewis Scot"	"cutlass"	1	0.29	0	"Inside Out"	11
"840"	840	"male"	30	180.14	78.8	"yes"	"CCCC"	14	26	2	"Jack Sparrow"	"cutlass"	1	1.61	25	"WALL-E"	13
"841"	841	"male"	24	184.44	80.7	"yes"	"CCCC"	7	5	6	"Jack Sparrow"	"cutlass"	1	0.59	16	"Up"	7
"842"	842	"female"	33	163.2	56.6	"yes"	"JSSFP"	9	8	0	"Anicetus"	"cutlass"	0	0.78	0	"Monsters University"	10
"843"	843	"male"	26	175.82	77.3	"no"	"CCCC"	3	3	1	"Jack Sparrow"	"sabre"	1	10.4	16	"WALL-E"	11
"844"	844	"female"	33	164.46	61.5	"yes"	"JSSFP"	11	51	6	"Jack Sparrow"	"cutlass"	1	0.39	0	"Inside Out"	11
"845"	845	"other"	21	159.73	68.7	"no"	"CCCC"	2	12	0	"Edward Low"	"banana"	1	6.12	3	"Monsters University"	10
"846"	846	"male"	25	177.18	73.7	"no"	"CCCC"	0	5	1	"Jack Sparrow"	"sabre"	0	0.76	8	"Monsters University"	8
"847"	847	"female"	39	159.51	52.5	"no"	"JSSFP"	2	3	1	"Lewis Scot"	"banana"	0	30.11	0	"Brave"	9
"848"	848	"female"	43	156.35	55.5	"yes"	"JSSFP"	9	48	1	"Blackbeard"	"cutlass"	0	0.34	0	"Finding Nemo"	9
"849"	849	"male"	28	196.88	98.5	"no"	"CCCC"	1	5	5	"Jack Sparrow"	"sabre"	1	6.29	12	"Inside Out"	12
"850"	850	"female"	36	172.51	69.7	"yes"	"JSSFP"	6	19	6	"Hook"	"cutlass"	1	1.2	0	"A Bug's Life"	7
"851"	851	"female"	27	164.02	66.1	"yes"	"CCCC"	10	6	2	"Jack Sparrow"	"cutlass"	0	0.04	1	"Finding Nemo"	16
"852"	852	"male"	24	181.4	76.6	"yes"	"CCCC"	13	2	0	"Lewis Scot"	"cutlass"	1	0.8	14	"Inside Out"	11
"853"	853	"female"	26	165.18	71.8	"yes"	"CCCC"	13	15	1	"Edward Low"	"cutlass"	1	0.1	0	"Up"	10
"854"	854	"female"	25	130.41	37.7	"yes"	"CCCC"	14	6	2	"Lewis Scot"	"cutlass"	1	0.96	2	"Monsters University"	14
"855"	855	"male"	22	169.17	64.1	"no"	"CCCC"	5	4	1	"Jack Sparrow"	"banana"	1	27.32	6	"Inside Out"	9
"856"	856	"female"	35	160.58	57.6	"yes"	"JSSFP"	6	6	1	"Blackbeard"	"cutlass"	1	0.44	0	"Brave"	12
"857"	857	"other"	26	166.99	61	"yes"	"CCCC"	14	15	0	"Hook"	"cutlass"	0	0.52	17	"Cars"	12
"858"	858	"male"	15	191.37	84.1	"yes"	"CCCC"	14	16	0	"Jack Sparrow"	"cutlass"	1	0.36	26	"Inside Out"	11
"859"	859	"female"	34	152.17	53.2	"yes"	"JSSFP"	13	80	7	"Hook"	"cutlass"	1	1.23	0	"Up"	3
"860"	860	"male"	29	182.23	69	"yes"	"JSSFP"	8	4	3	"Jack Sparrow"	"cutlass"	0	0.23	21	"Finding Nemo"	7
"861"	861	"female"	30	163.92	62.1	"no"	"JSSFP"	1	65	6	"Hook"	"sabre"	1	8.93	0	"Inside Out"	8
"862"	862	"male"	30	174.42	68.1	"yes"	"CCCC"	8	14	1	"Jack Sparrow"	"cutlass"	0	0.42	13	"Monsters University"	7
"863"	863	"female"	30	166.17	66	"yes"	"JSSFP"	10	50	2	"Edward Low"	"cutlass"	1	0.81	0	"Up"	12
"864"	864	"male"	20	177.65	77.7	"yes"	"CCCC"	12	2	0	"Jack Sparrow"	"cutlass"	1	1.86	19	"Inside Out"	6
"865"	865	"male"	22	183.98	75	"yes"	"CCCC"	9	26	4	"Jack Sparrow"	"cutlass"	1	0.59	22	"Inside Out"	0
"866"	866	"male"	23	172.6	70.2	"yes"	"CCCC"	15	82	1	"Jack Sparrow"	"cutlass"	1	0.38	22	"WALL-E"	3
"867"	867	"female"	22	149.67	47.4	"yes"	"CCCC"	10	44	0	"Jack Sparrow"	"cutlass"	0	1.31	2	"Up"	12
"868"	868	"male"	26	185.37	87.2	"yes"	"CCCC"	10	4	4	"Hook"	"cutlass"	1	1.81	22	"Inside Out"	12
"869"	869	"female"	31	168.02	69.7	"yes"	"JSSFP"	9	10	6	"Hook"	"cutlass"	1	1.4	0	"The Incredibles"	7
"870"	870	"male"	35	174.08	79.7	"yes"	"JSSFP"	10	19	2	"Hook"	"cutlass"	0	0.21	14	"Up"	9
"871"	871	"male"	27	168.93	73.2	"yes"	"CCCC"	10	6	1	"Jack Sparrow"	"cutlass"	1	0.27	22	"Inside Out"	8
"872"	872	"male"	24	168.9	68.9	"yes"	"CCCC"	15	3	2	"Lewis Scot"	"cutlass"	0	1.31	32	"Monsters, Inc."	10
"873"	873	"female"	28	177.21	74.3	"yes"	"CCCC"	11	71	1	"Anicetus"	"cutlass"	1	0.45	0	"Up"	5
"874"	874	"male"	22	191.08	88.2	"yes"	"CCCC"	14	6	1	"Jack Sparrow"	"cutlass"	1	1.05	22	"Inside Out"	13
"875"	875	"male"	27	180.87	82.5	"yes"	"CCCC"	12	23	4	"Anicetus"	"cutlass"	0	0.04	14	"Inside Out"	11
"876"	876	"male"	27	189.03	89.9	"yes"	"CCCC"	8	11	5	"Jack Sparrow"	"cutlass"	0	0.06	23	"Monsters University"	12
"877"	877	"male"	26	168.35	60.1	"yes"	"CCCC"	8	22	0	"Jack Sparrow"	"cutlass"	1	0.08	18	"Monsters University"	10
"878"	878	"female"	34	162.37	55.4	"yes"	"JSSFP"	8	0	1	"Jack Sparrow"	"cutlass"	1	0.12	0	"Up"	12
"879"	879	"male"	32	177.98	70.6	"yes"	"CCCC"	9	16	6	"Jack Sparrow"	"cutlass"	1	0.17	19	"WALL-E"	17
"880"	880	"female"	36	168.91	66.1	"yes"	"JSSFP"	9	6	4	"Jack Sparrow"	"cutlass"	0	1.48	1	"Finding Nemo"	13
"881"	881	"male"	13	182.28	85.5	"no"	"CCCC"	5	19	3	"Jack Sparrow"	"sabre"	0	3.32	6	"Finding Nemo"	14
"882"	882	"female"	28	176.07	71.4	"yes"	"CCCC"	13	34	2	"Anicetus"	"cutlass"	1	0.63	0	"Inside Out"	8
"883"	883	"female"	37	156	55.7	"yes"	"JSSFP"	9	10	5	"Hook"	"cutlass"	1	0.11	1	"Monsters, Inc."	13
"884"	884	"female"	30	158.57	58.4	"yes"	"CCCC"	11	3	0	"Lewis Scot"	"sabre"	1	3.27	0	"Up"	4
"885"	885	"male"	25	178.38	70.2	"yes"	"CCCC"	12	37	1	"Jack Sparrow"	"cutlass"	0	0.99	23	"Finding Nemo"	8
"886"	886	"female"	27	168.83	71.4	"yes"	"CCCC"	8	33	1	"Edward Low"	"cutlass"	1	0.14	1	"Finding Nemo"	5
"887"	887	"male"	26	168.8	70.6	"yes"	"CCCC"	17	21	2	"Jack Sparrow"	"cutlass"	0	0.22	30	"Finding Nemo"	15
"888"	888	"female"	30	156.03	61.9	"yes"	"JSSFP"	9	39	1	"Anicetus"	"cutlass"	0	0.01	0	"A Bug's Life"	13
"889"	889	"male"	28	171.67	68	"yes"	"CCCC"	12	5	1	"Jack Sparrow"	"scimitar"	0	3.03	21	"Finding Nemo"	17
"890"	890	"male"	31	168.52	66.7	"yes"	"JSSFP"	12	102	3	"Jack Sparrow"	"cutlass"	0	1.01	17	"Finding Nemo"	8
"891"	891	"female"	37	177.33	79.2	"yes"	"JSSFP"	8	11	3	"Blackbeard"	"cutlass"	1	0.2	0	"WALL-E"	9
"892"	892	"female"	29	162.57	66.5	"yes"	"JSSFP"	8	21	4	"Hook"	"cutlass"	1	0.26	0	"Up"	10
"893"	893	"other"	22	164.51	59.9	"yes"	"CCCC"	7	7	1	"Anicetus"	"cutlass"	1	0.35	13	"Up"	15
"894"	894	"other"	32	164.08	70.8	"yes"	"CCCC"	10	83	9	"Hook"	"cutlass"	1	0.67	20	"Inside Out"	9
"895"	895	"male"	27	200.59	102.6	"yes"	"CCCC"	12	1	1	"Hook"	"cutlass"	1	2.29	25	"Brave"	14
"896"	896	"male"	29	181.02	77.9	"yes"	"CCCC"	11	2	2	"Jack Sparrow"	"cutlass"	1	0.09	22	"Monsters University"	11
"897"	897	"male"	27	187.79	84.1	"yes"	"CCCC"	12	26	2	"Jack Sparrow"	"cutlass"	0	2.03	22	"The Incredibles"	11
"898"	898	"female"	32	166.83	64.2	"yes"	"JSSFP"	8	21	1	"Jack Sparrow"	"cutlass"	0	0.25	0	"WALL-E"	9
"899"	899	"female"	28	150.52	46.9	"yes"	"CCCC"	13	4	4	"Hook"	"cutlass"	1	0.18	0	"Inside Out"	15
"900"	900	"male"	27	167.9	67.9	"yes"	"CCCC"	6	4	3	"Jack Sparrow"	"cutlass"	0	0.97	7	"WALL-E"	9
"901"	901	"male"	25	183.46	82.8	"yes"	"CCCC"	6	3	1	"Jack Sparrow"	"cutlass"	1	0	28	"Up"	9
"902"	902	"female"	39	150.61	48.9	"yes"	"JSSFP"	10	74	2	"Lewis Scot"	"cutlass"	1	1.12	0	"Inside Out"	12
"903"	903	"male"	29	171.68	66.4	"no"	"CCCC"	2	3	2	"Jack Sparrow"	"scimitar"	0	1.11	13	"The Incredibles"	10
"904"	904	"female"	34	145.48	57.6	"yes"	"JSSFP"	13	2	0	"Jack Sparrow"	"cutlass"	1	0.98	1	"The Incredibles"	10
"905"	905	"male"	22	178.36	73.3	"yes"	"CCCC"	14	19	8	"Edward Low"	"cutlass"	0	0.12	29	"Finding Nemo"	5
"906"	906	"other"	23	168.23	73.2	"yes"	"CCCC"	10	18	4	"Edward Low"	"cutlass"	1	0.26	15	"Inside Out"	5
"907"	907	"female"	31	185.29	78.6	"yes"	"JSSFP"	12	14	2	"Edward Low"	"cutlass"	0	0.1	1	"Finding Nemo"	13
"908"	908	"male"	34	172.69	73.4	"yes"	"JSSFP"	9	10	5	"Jack Sparrow"	"cutlass"	0	1.87	22	"Toy Story 2"	12
"909"	909	"female"	25	171.83	77.5	"no"	"CCCC"	5	41	3	"Blackbeard"	"scimitar"	1	0.31	0	"Monsters, Inc."	9
"910"	910	"male"	19	187.63	82.7	"yes"	"CCCC"	11	8	9	"Jack Sparrow"	"cutlass"	1	0.24	17	"Monsters University"	7
"911"	911	"female"	40	170.56	72.1	"no"	"JSSFP"	9	5	1	"Hook"	"banana"	1	56.95	1	"Up"	13
"912"	912	"female"	33	148.03	53.7	"yes"	"JSSFP"	12	29	3	"Edward Low"	"cutlass"	1	0.3	1	"Inside Out"	16
"913"	913	"male"	22	184.21	85.1	"yes"	"CCCC"	9	5	1	"Jack Sparrow"	"cutlass"	1	0.43	18	"Monsters University"	5
"914"	914	"female"	28	172.55	68.9	"yes"	"CCCC"	7	8	0	"Lewis Scot"	"cutlass"	1	0.25	0	"Monsters, Inc."	13
"915"	915	"female"	27	162.49	60.4	"yes"	"CCCC"	9	24	1	"Lewis Scot"	"cutlass"	1	0.79	0	"Toy Story 2"	9
"916"	916	"female"	23	166.75	62.2	"yes"	"CCCC"	8	7	1	"Jack Sparrow"	"cutlass"	1	1.31	0	"Inside Out"	10
"917"	917	"female"	29	155.76	56.1	"yes"	"CCCC"	16	15	1	"Jack Sparrow"	"cutlass"	1	0.34	0	"The Incredibles"	13
"918"	918	"male"	30	184.57	74	"yes"	"CCCC"	9	29	8	"Anicetus"	"cutlass"	0	1.23	20	"WALL-E"	11
"919"	919	"male"	19	177.11	77.3	"yes"	"CCCC"	10	41	4	"Jack Sparrow"	"cutlass"	0	1.1	22	"Finding Nemo"	13
"920"	920	"female"	30	173.19	68.3	"yes"	"CCCC"	6	31	0	"Lewis Scot"	"cutlass"	1	0.03	0	"A Bug's Life"	7
"921"	921	"female"	27	172.45	73.1	"yes"	"CCCC"	8	20	1	"Lewis Scot"	"cutlass"	1	0.1	1	"Up"	8
"922"	922	"male"	25	181.83	72.5	"yes"	"CCCC"	11	8	0	"Jack Sparrow"	"sabre"	0	1.6	16	"Monsters University"	9
"923"	923	"male"	27	183.6	83.6	"yes"	"CCCC"	5	11	6	"Jack Sparrow"	"sabre"	1	9.76	22	"Inside Out"	8
"924"	924	"female"	27	170.04	70.9	"yes"	"CCCC"	7	30	1	"Hook"	"cutlass"	0	0.08	1	"Cars"	8
"925"	925	"male"	22	186	83.1	"yes"	"CCCC"	10	21	6	"Jack Sparrow"	"cutlass"	0	0.49	18	"Up"	6
"926"	926	"female"	35	174.94	78.5	"yes"	"JSSFP"	16	18	3	"Blackbeard"	"cutlass"	1	1.95	0	"Up"	10
"927"	927	"male"	35	181.24	73.8	"yes"	"JSSFP"	12	2	8	"Jack Sparrow"	"cutlass"	1	0.05	12	"Up"	12
"928"	928	"female"	23	148.59	46.3	"yes"	"CCCC"	10	12	2	"Edward Low"	"cutlass"	1	1.22	0	"Up"	14
"929"	929	"male"	23	182.25	84.9	"yes"	"CCCC"	9	18	2	"Jack Sparrow"	"cutlass"	1	1.01	26	"Inside Out"	9
"930"	930	"male"	19	174.29	71.9	"yes"	"CCCC"	15	8	1	"Jack Sparrow"	"scimitar"	1	3.65	22	"Cars"	11
"931"	931	"male"	17	148.35	54	"no"	"CCCC"	0	1	3	"Edward Low"	"sabre"	0	5.8	21	"Finding Nemo"	16
"932"	932	"female"	28	171.6	70.7	"no"	"JSSFP"	8	5	1	"Anicetus"	"banana"	0	2.73	0	"Finding Nemo"	12
"933"	933	"male"	22	177.07	72.8	"yes"	"CCCC"	8	13	7	"Jack Sparrow"	"cutlass"	1	0.56	24	"Inside Out"	12
"934"	934	"female"	29	175.45	81.6	"yes"	"JSSFP"	12	10	2	"Anicetus"	"cutlass"	1	0.3	1	"Monsters University"	7
"935"	935	"female"	26	168.68	68.3	"yes"	"CCCC"	7	4	5	"Lewis Scot"	"cutlass"	0	0.82	0	"Toy Story 2"	14
"936"	936	"male"	34	189.43	80.9	"no"	"JSSFP"	2	52	8	"Hook"	"sabre"	1	22.92	21	"Toy Story"	13
"937"	937	"male"	22	186.93	84.7	"yes"	"CCCC"	14	14	0	"Jack Sparrow"	"cutlass"	1	0.11	24	"Inside Out"	12
"938"	938	"male"	28	176.22	69.9	"yes"	"CCCC"	5	7	6	"Lewis Scot"	"cutlass"	1	0.5	8	"Inside Out"	14
"939"	939	"male"	26	161.43	67.5	"yes"	"CCCC"	12	22	13	"Jack Sparrow"	"cutlass"	1	0.07	16	"Inside Out"	13
"940"	940	"male"	27	185.14	83.1	"yes"	"CCCC"	9	24	7	"Jack Sparrow"	"cutlass"	1	0.46	24	"Brave"	12
"941"	941	"male"	30	173.76	75.9	"yes"	"CCCC"	11	38	0	"Jack Sparrow"	"cutlass"	1	0.56	24	"Monsters University"	2
"942"	942	"female"	38	160.88	58.6	"yes"	"JSSFP"	8	7	1	"Hook"	"cutlass"	1	0.19	0	"Inside Out"	10
"943"	943	"male"	30	168.94	63.2	"yes"	"JSSFP"	16	84	1	"Jack Sparrow"	"cutlass"	1	1.02	26	"Inside Out"	6
"944"	944	"male"	21	173.96	74.4	"yes"	"CCCC"	11	14	0	"Anicetus"	"cutlass"	1	0.21	13	"Brave"	14
"945"	945	"male"	28	185.99	85.7	"yes"	"JSSFP"	11	15	3	"Edward Low"	"cutlass"	0	0.57	17	"Finding Nemo"	9
"946"	946	"male"	24	156.8	52.7	"yes"	"CCCC"	11	28	1	"Jack Sparrow"	"cutlass"	0	0.61	18	"Toy Story 2"	9
"947"	947	"male"	21	164.54	66.4	"yes"	"CCCC"	2	21	1	"Jack Sparrow"	"cutlass"	0	1.55	9	"Toy Story 2"	7
"948"	948	"female"	25	159.39	67.9	"yes"	"CCCC"	11	14	2	"Blackbeard"	"cutlass"	0	0.62	0	"A Bug's Life"	10
"949"	949	"female"	33	158.37	55.9	"yes"	"JSSFP"	10	8	5	"Lewis Scot"	"cutlass"	0	0.27	0	"Up"	6
"950"	950	"female"	33	153.77	54.8	"yes"	"JSSFP"	11	61	1	"Hook"	"cutlass"	0	0.26	0	"The Incredibles"	7
"951"	951	"male"	24	174.31	73.5	"yes"	"CCCC"	9	23	0	"Jack Sparrow"	"cutlass"	1	1.44	16	"Inside Out"	9
"952"	952	"male"	23	183.57	74.7	"yes"	"CCCC"	12	27	2	"Jack Sparrow"	"cutlass"	1	0.19	24	"The Incredibles"	9
"953"	953	"female"	25	161.37	61.6	"yes"	"CCCC"	11	14	3	"Edward Low"	"cutlass"	1	0.08	0	"Monsters, Inc."	8
"954"	954	"male"	32	190.91	85.4	"yes"	"JSSFP"	14	49	5	"Edward Low"	"cutlass"	0	0.3	24	"Finding Nemo"	9
